stop_id,stop_name,location_type,madina_bb_station_id,Number,NAME
door-jfk-oldcolony,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",2,117,C32064,Sydney St at Carson St
door-jfk-sydneyn,JFK/UMass - Sydney St (North),2,117,C32064,Sydney St at Carson St
door-jfk-sydneys,JFK/UMass - Sydney St (South),2,117,C32064,Sydney St at Carson St
339,Dorchester Ave @ King St,0,118,C32066,Dorchester Ave at King St
330,Dorchester Ave @ Cheverus Rd,0,118,C32066,Dorchester Ave at King St
329,Dorchester Ave @ Centre St,0,118,C32066,Dorchester Ave at King St
340,Dorchester Ave @ Centre St,0,118,C32066,Dorchester Ave at King St
1395,Dartmouth St @ Appleton St,0,119,C32077,Columbus Ave at W. Canton St
1384,Dartmouth St @ Appleton St,0,119,C32077,Columbus Ave at W. Canton St
6478,Hyde Park Ave @ Cummins Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
36500,American Legion Hwy @ Stella Rd,0,120,C32079,American Legion Hwy at Cummins Hwy
10423,American Legion Hwy @ Stella Rd,0,120,C32079,American Legion Hwy at Cummins Hwy
10424,American Legion Hwy @ Cummins Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
6496,Hyde Park Ave @ Cummins Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
26500,American Legion Hwy @ Cummins Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
6459,Cummins Hwy @ Hyde Park Ave,0,120,C32079,American Legion Hwy at Cummins Hwy
16434,Cummins Hwy @ American Legion Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
96459,Cummins Hwy @ American Legion Hwy,0,120,C32079,American Legion Hwy at Cummins Hwy
808,Centre St opp Bellevue st,0,121,C32086,Centre St at Parkway YMCA
782,Centre St Opp Mt Vernon St,0,121,C32086,Centre St at Parkway YMCA
810,1999 Centre St,0,121,C32086,Centre St at Parkway YMCA
781,Centre St @ Lagrange St,0,121,C32086,Centre St at Parkway YMCA
10777,Spring St @ Cass St,0,122,C32087,Spring St at Powell St
813,Spring St opp Powell St,0,122,C32087,Spring St at Powell St
778,Spring St @ Powell St,0,122,C32087,Spring St at Powell St
814,Spring St @ Gardner St,0,122,C32087,Spring St at Powell St
6495,Hyde Park Ave opp Walk Hill St,0,123,C32089,Hyde Park Ave at Walk Hill St
76479,Hyde Park Ave @ Walk Hill St,0,123,C32089,Hyde Park Ave at Walk Hill St
139,263 Mt Vernon St @ St Christopher's Church,0,124,C32090,Geiger Gibson Community Health Center
41111,250 Mt Vernon St @ Geiger Gibson Health Center,0,124,C32090,Geiger Gibson Community Health Center
31111,Mt Vernon St opp Paul A. Dever School,0,124,C32090,Geiger Gibson Community Health Center
21158,Harrison Ave opp Plympton St,0,126,C32093,Harrison Ave at E. Dedham St
11158,Harrison Ave @ E Brookline St,0,126,C32093,Harrison Ave at E. Dedham St
1743,Columbus Ave @ Walnut Ave,0,127,C32102,Walnut Ave at School St
11413,Columbus Ave @ Walnut Ave,0,127,C32102,Walnut Ave at School St
499,Gallivan Blvd @ Fairmount St,0,128,C32103,Morton St at Gallivan Blvd
507,Gallivan Blvd @ Morton St,0,128,C32103,Morton St at Gallivan Blvd
530,Morton St @ Lorna Rd,0,128,C32103,Morton St at Gallivan Blvd
NEC-2203,Hyde Park,0,129,C32104,Cleary Sq
2819,Hyde Park Ave @ Pingree St,0,129,C32104,Cleary Sq
6509,Hyde Park Ave @ Winthrop St,0,129,C32104,Cleary Sq
36466,Hyde Park Ave @ Oak St,0,129,C32104,Cleary Sq
10419,American Legion Hwy @ Canterbury St,0,130,C32105,606 American Legion Hwy at Canterbury St
10422,Opp 684 American Legion Hwy,0,130,C32105,606 American Legion Hwy at Canterbury St
96500,American Legion Hwy @ Canterbury St,0,130,C32105,606 American Legion Hwy at Canterbury St
1040,Market St @ Guest St,0,132,D32001,New Balance - 20 Guest St
1079,Market St @ Vineland St,0,132,D32001,New Balance - 20 Guest St
15094,Washington St @ Savoy St,0,133,D32002,Washington St at Waltham St
1381,W Dedham St @ Washington St,0,133,D32002,Washington St at Waltham St
5093,Washington St @ Union Pk,0,133,D32002,Washington St at Waltham St
5094,Washington St @ Perry St,0,133,D32002,Washington St at Waltham St
1789,Washington St @ Mystic St,0,133,D32002,Washington St at Waltham St
5099,Washington St opp Savoy St,0,133,D32002,Washington St at Waltham St
1398,W Dedham St @ Washington St,0,133,D32002,Washington St at Waltham St
5100,Washington St @ W Dedham St,0,133,D32002,Washington St at Waltham St
71855,Stuart St @ Dartmouth St,0,134,D32005,Copley Square - Dartmouth St at Boylston St
70154,Copley,0,134,D32005,Copley Square - Dartmouth St at Boylston St
70155,Copley,0,134,D32005,Copley Square - Dartmouth St at Boylston St
door-coecl-bpl,Copley - Boylston St,2,134,D32005,Copley Square - Dartmouth St at Boylston St
door-coecl-church,"Copley - Dartmouth St, Old South Church",2,134,D32005,Copley Square - Dartmouth St at Boylston St
door-coecl-east,Copley - Dartmouth St (East),2,134,D32005,Copley Square - Dartmouth St at Boylston St
178,Saint James Ave @ Dartmouth St,0,134,D32005,Copley Square - Dartmouth St at Boylston St
143,Boylston St @ Clarendon St,0,134,D32005,Copley Square - Dartmouth St at Boylston St
175,Boylston St @ Dartmouth St,0,134,D32005,Copley Square - Dartmouth St at Boylston St
30235,Atlantic Ave @ Commercial Wharf,0,135,D32006,Lewis Wharf at Atlantic Ave
234,Commercial St @ Fleet St,0,135,D32006,Lewis Wharf at Atlantic Ave
9983,Stuart St @ Charles St S,0,136,D32007,Boylston St at Arlington St
1241,Charles St S @ Park Plaza,0,136,D32007,Boylston St at Arlington St
30233,Atlantic Ave @ Milk St,0,137,D32008,Rowes Wharf at Atlantic Ave
Boat-Rowes,Rowes Wharf,0,137,D32008,Rowes Wharf at Atlantic Ave
223,Atlantic Ave @ Rowes Wharf,0,137,D32008,Rowes Wharf at Atlantic Ave
204,Congress St opp North St,0,138,D32009,Congress St at Boston City Hall
117,Congress St @ Haymarket Sta,0,138,D32009,Congress St at Boston City Hall
9170024,Haymarket - Congress St @ New Sudbury St,0,138,D32009,Congress St at Boston City Hall
9370022,State - Devonshire St @ State St,0,138,D32009,Congress St at Boston City Hall
65,State St @ Washington Mall - State St Sta,0,138,D32009,Congress St at Boston City Hall
70022,State,0,138,D32009,Congress St at Boston City Hall
door-state-cityhall,State - City Hall,2,138,D32009,Congress St at Boston City Hall
door-state-congress,State - Congress St (North),2,138,D32009,Congress St at Boston City Hall
190,Congress St @ State St,0,138,D32009,Congress St at Boston City Hall
door-state-state,"State - Old State House, State St",2,138,D32009,Congress St at Boston City Hall
191,Congress St @ North St,0,138,D32009,Congress St at Boston City Hall
9070025,Haymarket - Congress St @ Hanover St,0,138,D32009,Congress St at Boston City Hall
door-haecl-congress,"Haymarket - RMV, City Hall, Faneuil Hall Marketplace",2,138,D32009,Congress St at Boston City Hall
117,Congress St @ Haymarket Sta,0,139,D32010,Cross St at Hanover St
8309,Surface Rd @ Hanover St,0,139,D32010,Cross St at Hanover St
83091,Surface Rd opp Public Market,0,139,D32010,Cross St at Hanover St
9070025,Haymarket - Congress St @ Hanover St,0,139,D32010,Cross St at Hanover St
70024,Haymarket,0,139,D32010,Cross St at Hanover St
door-haecl-busway,"Haymarket - RMV, Sudbury St, New Chardon St",2,139,D32010,Cross St at Hanover St
9983,Stuart St @ Charles St S,0,140,D32011,Stuart St at Charles St
1241,Charles St S @ Park Plaza,0,140,D32011,Stuart St at Charles St
door-armnl-arltw,Arlington - Arlington St (West),2,141,D32013,Boylston St at Berkeley St
door-armnl-elevator,"Arlington - Elevator, Boylston St",2,141,D32013,Boylston St at Berkeley St
door-armnl-garden,Arlington - Public Garden,2,141,D32013,Boylston St at Berkeley St
144,Boylston St @ Berkeley St,0,141,D32013,Boylston St at Berkeley St
173,Saint James Ave @ Clarendon St,0,141,D32013,Boylston St at Berkeley St
143,Boylston St @ Clarendon St,0,141,D32013,Boylston St at Berkeley St
10000,Tremont St opp Temple Pl,0,142,D32014,Tremont St at West St
70159,Boylston,0,142,D32014,Tremont St at West St
door-boyls-outbound,"Boylston - Boston Common, Street",2,142,D32014,Tremont St at West St
8279,Tremont St @ Boylston Station,0,142,D32014,Tremont St at West St
door-dwnxg-temple,"Downtown Crossing - Temple Place, Lafaytette Place",2,142,D32014,Tremont St at West St
70075,Park Street,0,142,D32014,Tremont St at West St
door-pktrm-elevatoreb,Park Street - Tremont St to Lobby (Elevator 804),2,142,D32014,Tremont St at West St
door-pktrm-elevatorwb,"Park Street - Elevator, Tremont St",2,142,D32014,Tremont St at West St
49001,Temple Pl @ Washington St,0,142,D32014,Tremont St at West St
door-pktrm-exitashbrain,Park Street - Escalator to Tremont St (South),2,142,D32014,Tremont St at West St
door-pktrm-tremonte,"Park Street - Tremont St, Boston Common",2,142,D32014,Tremont St at West St
door-pktrm-tremontw,"Park Street - Boston Common, Tremont St",2,142,D32014,Tremont St at West St
door-pktrm-tremstair,Park Street - Tremont St,2,142,D32014,Tremont St at West St
door-pktrm-west,Park Street - Boston Common,2,142,D32014,Tremont St at West St
door-pktrm-winter,"Park Street - Tremont St, Winter St",2,142,D32014,Tremont St at West St
door-pktrm-exitalewife,Park Street - Escalator to Tremont St (North),2,142,D32014,Tremont St at West St
6555,Chinatown Gate,0,143,D32015,Chinatown Gate Plaza
6550,Lincoln St @ Essex St,0,143,D32015,Chinatown Gate Plaza
9070073,Charles/MGH - Cambridge St @ Lindall Pl,0,144,D32016,Charles Circle - Charles St at Cambridge St
9070074,Charles/MGH - 325 Cambridge St,0,144,D32016,Charles Circle - Charles St at Cambridge St
70073,Charles/MGH,0,144,D32016,Charles Circle - Charles St at Cambridge St
70074,Charles/MGH,0,144,D32016,Charles Circle - Charles St at Cambridge St
door-chmnl-main,"Charles/MGH - Beacon Hill, Esplanade, Hospitals",2,144,D32016,Charles Circle - Charles St at Cambridge St
door-chncl-ogessex,"Chinatown - Washington St, Essex St",2,146,D32019,Chinatown T Stop
70158,Boylston,0,146,D32019,Chinatown T Stop
door-boyls-inbound,"Boylston - Boston Common, Street",2,146,D32019,Chinatown T Stop
6567,Washington St @ Essex St,0,146,D32019,Chinatown T Stop
6537,Washington St @ Essex St,0,146,D32019,Chinatown T Stop
6542,Kneeland St @ Washington St,0,146,D32019,Chinatown T Stop
70018,Chinatown,0,146,D32019,Chinatown T Stop
door-chncl-fhelevator,"Chinatown - Washington St, Essex St",2,146,D32019,Chinatown T Stop
door-chncl-foresthills,"Chinatown - Washington St, Essex St",2,146,D32019,Chinatown T Stop
door-chncl-ogelevator,Chinatown - Elevator (Oak Grove),2,146,D32019,Chinatown T Stop
2836,Warren St @ Church St,0,147,D32020,Main St at Austin St
2825,Main St @ W School St,0,147,D32020,Main St at Austin St
2837,Main St @ School St,0,147,D32020,Main St at Austin St
12826,Main St @ Union St,0,147,D32020,Main St at Austin St
2855,Park St @ Warren St,0,148,D32021,Warren St at Chelsea St
12829,Chelsea St @ Warren St,0,148,D32021,Warren St at Chelsea St
12836,Chelsea St @ Warren St,0,148,D32021,Warren St at Chelsea St
28281,Main St @ Park St,0,148,D32021,Warren St at Chelsea St
2835,Warren St @ Winthrop St,0,148,D32021,Warren St at Chelsea St
9980,Charles St @ Beacon St,0,150,D32024,Beacon St at Charles St
1268,Washington St @ Shepard St,0,151,D32028,Brighton Center - Washington St at Cambridge St
971,Cambridge St @ Elko St,0,151,D32028,Brighton Center - Washington St at Cambridge St
972,Washington St @ Waldo Terr,0,151,D32028,Brighton Center - Washington St at Cambridge St
919,Washington St opp Waldo Terr,0,151,D32028,Brighton Center - Washington St at Cambridge St
920,Cambridge St @ Washington St,0,151,D32028,Brighton Center - Washington St at Cambridge St
1300,Washington St opp Shepard St,0,151,D32028,Brighton Center - Washington St at Cambridge St
1301,7 Winship St,0,151,D32028,Brighton Center - Washington St at Cambridge St
19201,Cambridge St opp Elko St,0,151,D32028,Brighton Center - Washington St at Cambridge St
975,Washington St @ Brock St,0,152,D32029,Washington St at Brock St
916,Washington St @ Lake St,0,152,D32029,Washington St at Brock St
912,Tremont St @ Washington St,0,153,D32031,Oak Square - 615 Washington St
913,Washington St @ Breck Ave,0,153,D32031,Oak Square - 615 Washington St
9780,Washington St @ Oak Sq,0,153,D32031,Oak Square - 615 Washington St
977,Washington St @ Oak Square Ave,0,153,D32031,Oak Square - 615 Washington St
979,Tremont St @ Washington St,0,153,D32031,Oak Square - 615 Washington St
1213,Faneuil St @ Bigelow St,0,153,D32031,Oak Square - 615 Washington St
1214,Faneuil St @ Oak Square,0,153,D32031,Oak Square - 615 Washington St
939,Commonwealth Ave @ Hinsdale St,0,154,D32032,Silber Way
941,Commonwealth Ave @ Blandford St,0,154,D32032,Silber Way
951,Commonwealth Ave @ Silber Way,0,154,D32032,Silber Way
70148,Blandford Street,0,154,D32032,Silber Way
70149,Blandford Street,0,154,D32032,Silber Way
70114,Chiswick Road,0,155,D32033,Commonwealth Ave at Chiswick Rd
70115,Chiswick Road,0,155,D32033,Commonwealth Ave at Chiswick Rd
70112,Chestnut Hill Avenue,0,155,D32033,Commonwealth Ave at Chiswick Rd
70124,Warren Street,0,156,D32034,Commonwealth Ave at Kelton St
70125,Warren Street,0,156,D32034,Commonwealth Ave at Kelton St
70126,Allston Street,0,156,D32034,Commonwealth Ave at Kelton St
1378,Harvard Ave @ Commonwealth Ave,0,157,D32035,Harvard Ave at Brainerd Rd
1302,Harvard Ave @ Commonwealth Ave,0,157,D32035,Harvard Ave at Brainerd Rd
70130,Harvard Avenue,0,157,D32035,Harvard Ave at Brainerd Rd
70131,Harvard Avenue,0,157,D32035,Harvard Ave at Brainerd Rd
2839,Main St @ Oak St,0,158,D32036,Main St at Baldwin St
12866,Bunker Hill St @ Baldwin St,0,158,D32036,Main St at Baldwin St
2840,Main St @ Baldwin St,0,158,D32036,Main St at Baldwin St
2845,Bunker Hill St @ Baldwin St,0,158,D32036,Main St at Baldwin St
2822,Main St @ Baldwin St,0,158,D32036,Main St at Baldwin St
2823,Main St @ Middlesex St,0,158,D32036,Main St at Baldwin St
2862,Bunker Hill St @ Polk St,0,159,D32037,Medford St at Charlestown BCYF
2836,Warren St @ Church St,0,160,D32038,Main St at Thompson Sq
2827,Main St @ Harvard St,0,160,D32038,Main St at Thompson Sq
12826,Main St @ Union St,0,160,D32038,Main St at Thompson Sq
12838,Chelsea St @ Fifth St,0,161,D32039,Charlestown Navy Yard
12856,First Ave @ Fifth St,0,161,D32039,Charlestown Navy Yard
12859,First Ave @ Terry Ring,0,161,D32039,Charlestown Navy Yard
5235,Washington St @ Rossmore Rd,0,162,D32040,Williams St at Washington St
51187,Washington St @ Union Ave,0,162,D32040,Williams St at Washington St
61187,Washington St @ Williams St,0,162,D32040,Williams St at Washington St
15235,Washington St @ Rockvale Circle,0,162,D32040,Williams St at Washington St
70004,Stony Brook,0,163,D32041,Stony Brook T Stop
door-sbmnl-main,Stony Brook - Amory St,2,163,D32041,Stony Brook T Stop
9983,Stuart St @ Charles St S,0,164,D32042,Park Plaza at Charles St S.
145,Arlington St @ Saint James Ave,0,164,D32042,Park Plaza at Charles St S.
1241,Charles St S @ Park Plaza,0,164,D32042,Park Plaza at Charles St S.
177,Saint James Ave @ Arlington St,0,164,D32042,Park Plaza at Charles St S.
6542,Kneeland St @ Washington St,0,165,D32043,Harrison Ave at Bennet St
70154,Copley,0,166,D32045,Dartmouth St at Newbury St
70155,Copley,0,166,D32045,Dartmouth St at Newbury St
door-coecl-bpl,Copley - Boylston St,2,166,D32045,Dartmouth St at Newbury St
door-coecl-church,"Copley - Dartmouth St, Old South Church",2,166,D32045,Dartmouth St at Newbury St
door-coecl-east,Copley - Dartmouth St (East),2,166,D32045,Dartmouth St at Newbury St
178,Saint James Ave @ Dartmouth St,0,166,D32045,Dartmouth St at Newbury St
175,Boylston St @ Dartmouth St,0,166,D32045,Dartmouth St at Newbury St
70154,Copley,0,167,D32046,Boylston St at Exeter St
70155,Copley,0,167,D32046,Boylston St at Exeter St
door-coecl-bpl,Copley - Boylston St,2,167,D32046,Boylston St at Exeter St
door-coecl-church,"Copley - Dartmouth St, Old South Church",2,167,D32046,Boylston St at Exeter St
door-coecl-east,Copley - Dartmouth St (East),2,167,D32046,Boylston St at Exeter St
174,Ring Rd @ Boylston St,0,167,D32046,Boylston St at Exeter St
175,Boylston St @ Dartmouth St,0,167,D32046,Boylston St at Exeter St
door-tumnl-tremont,"Tufts Medical Center - Tremont St, YMCA Wang",2,168,D32048,Shawmut Ave at Oak St W
8281,285 Tremont St,0,168,D32048,Shawmut Ave at Oak St W
1239,Tremont St @ Marginal St,0,168,D32048,Shawmut Ave at Oak St W
1242,Tremont St @ Charles St S,0,168,D32048,Shawmut Ave at Oak St W
171,Berkeley St @ Columbus Ave,0,169,D32049,Stuart St at Berkeley St
144,Boylston St @ Berkeley St,0,169,D32049,Stuart St at Berkeley St
2006,South St @ Jamaica St,0,170,D32052,Jamaica St at South St
1937,South St @ Child St,0,170,D32052,Jamaica St at South St
29006,Sullivan Square,0,171,D32053,Sullivan Square
29007,Sullivan Square,0,171,D32053,Sullivan Square
29008,Sullivan Square,0,171,D32053,Sullivan Square
29009,Sullivan Square,0,171,D32053,Sullivan Square
29010,Sullivan Square,0,171,D32053,Sullivan Square
29011,Sullivan Square,0,171,D32053,Sullivan Square
29012,Sullivan Square,0,171,D32053,Sullivan Square
29013,Sullivan Square,0,171,D32053,Sullivan Square
29014,Sullivan Square,0,171,D32053,Sullivan Square
door-sull-main,"Sullivan Square - Buses, Parking, Street",2,171,D32053,Sullivan Square
29001,Sullivan Square,0,171,D32053,Sullivan Square
29002,Sullivan Square,0,171,D32053,Sullivan Square
29003,Sullivan Square,0,171,D32053,Sullivan Square
29004,Sullivan Square,0,171,D32053,Sullivan Square
29005,Sullivan Square,0,171,D32053,Sullivan Square
1298,Washington St @ Monastery Rd,0,172,D32054,The Overlook at St. Gabriel's
1270,Washington St @ Monastery Rd,0,172,D32054,The Overlook at St. Gabriel's
191,Congress St @ North St,0,173,D32057,Clinton St at North St
83091,Surface Rd opp Public Market,0,173,D32057,Clinton St at North St
1939,775 Centre St,0,174,E32001,Curtis Hall - South St at Centre St
1128,South St @ Sedgwick St,0,174,E32001,Curtis Hall - South St at Centre St
11939,Centre St @ Eliot St,0,174,E32001,Curtis Hall - South St at Centre St
2003,Centre St @ Ballard St,0,174,E32001,Curtis Hall - South St at Centre St
99991,South St @ Bardwell St,0,174,E32001,Curtis Hall - South St at Centre St
6570,S Huntington Ave @ Perkins St,0,175,E32003,Hyde Square - Barbara St at Centre St
1134,Centre St @ Paul Gore St,0,175,E32003,Hyde Square - Barbara St at Centre St
1135,Centre St @ Sheridan St,0,175,E32003,Hyde Square - Barbara St at Centre St
1158,Centre St @ Creighton St,0,175,E32003,Hyde Square - Barbara St at Centre St
1159,Centre St @ Barbara St,0,175,E32003,Hyde Square - Barbara St at Centre St
1165,Washington St @ Walnut Pk,0,176,E32004,Egleston Square - Atherton St at Washington St
11187,Washington St @ School St,0,176,E32004,Egleston Square - Atherton St at Washington St
1215,Columbus Ave @ Bray St,0,176,E32004,Egleston Square - Atherton St at Washington St
10413,Columbus Ave @ Weld Ave,0,176,E32004,Egleston Square - Atherton St at Washington St
1186,Washington St @ Bray St,0,176,E32004,Egleston Square - Atherton St at Washington St
1187,Washington St @ Atherton St,0,176,E32004,Egleston Square - Atherton St at Washington St
1188,Columbus Ave opp Weld Ave,0,176,E32004,Egleston Square - Atherton St at Washington St
35236,Washington St @ School St,0,176,E32004,Egleston Square - Atherton St at Washington St
1266,Columbus Ave opp Bray St,0,176,E32004,Egleston Square - Atherton St at Washington St
70002,Green Street,0,177,E32005,Green Street T Stop - Green St at Amory St
70003,Green Street,0,177,E32005,Green Street T Stop - Green St at Amory St
door-grnst-main,"Green Street - Woolsey Sq, Green St, Amory St",2,177,E32005,Green Street T Stop - Green St at Amory St
door-jaksn-main,"Jackson Square - Centre St, Busway, Park",2,178,E32006,Jackson Square T Stop
1155,Centre St @ Bickford St,0,178,E32006,Jackson Square T Stop
11531,Jackson Square,0,178,E32006,Jackson Square T Stop
70006,Jackson Square,0,178,E32006,Jackson Square T Stop
22365,105 S Huntington Ave,0,179,E32007,S Huntington Ave at Heath St
1760,Heath St opp VA Hospital,0,179,E32007,S Huntington Ave at Heath St
1761,Heath St @ S Huntington Ave,0,179,E32007,S Huntington Ave at Heath St
70260,Heath Street,0,179,E32007,S Huntington Ave at Heath St
70257,Back of the Hill,0,179,E32007,S Huntington Ave at Heath St
6573,S Huntington Ave @ VA Hospital,0,179,E32007,S Huntington Ave at Heath St
70258,Back of the Hill,0,179,E32007,S Huntington Ave at Heath St
65741,100 S Huntington Ave,0,179,E32007,S Huntington Ave at Heath St
31365,S Huntington Ave opp VA Hospital,0,179,E32007,S Huntington Ave at Heath St
1747,Heath St @ VA Hospital,0,179,E32007,S Huntington Ave at Heath St
70091,Shawmut,0,180,E32009,Shawmut T Stop
door-smmnl-clemen,"Shawmut - Clementine Park, Centre St",2,180,E32009,Shawmut T Stop
10642,Forest Hills,0,181,E32010,Forest Hills
70001,Forest Hills,0,181,E32010,Forest Hills
875,Forest Hills,0,181,E32010,Forest Hills
Forest Hills-01,Forest Hills,0,181,E32010,Forest Hills
Forest Hills-02,Forest Hills,0,181,E32010,Forest Hills
NEC-2237,Forest Hills,0,181,E32010,Forest Hills
NEC-2237-03,Forest Hills,0,181,E32010,Forest Hills
NEC-2237-05,Forest Hills,0,181,E32010,Forest Hills
door-forhl-arborway,"Forest Hills - Arborway, Arnold Arboretum, South St, Washington St (Jamaica Plain)",2,181,E32010,Forest Hills
door-forhl-lowern,"Forest Hills - Hyde Park Ave, West Roxbury Court, Franklin Park/Zoo (North)",2,181,E32010,Forest Hills
door-forhl-lowers,"Forest Hills - Hyde Park Ave, West Roxbury Court, Franklin Park/Zoo (South)",2,181,E32010,Forest Hills
door-forhl-south,"Forest Hills - Arborway, Southwest Corridor Park",2,181,E32010,Forest Hills
door-forhl-upper,Forest Hills - Washington St (Roslindale),2,181,E32010,Forest Hills
1265,Columbus Ave @ Dimock St,0,182,E32011,The Dimock Center
1167,Washington St opp Dimock St,0,182,E32011,The Dimock Center
1216,Columbus Ave @ Dimock St,0,182,E32011,The Dimock Center
1185,Washington St @ Dimock St,0,182,E32011,The Dimock Center
1155,Centre St @ Bickford St,0,183,E32012,Martha Eliot Health Center
1138,Centre St @ Estrella St,0,183,E32012,Martha Eliot Health Center
70243,Northeastern University,0,184,B32062,Forsyth St at Huntington Ave
70244,Northeastern University,0,184,B32062,Forsyth St at Huntington Ave
61391,Huntington Ave @ Forsyth Way,0,184,B32062,Forsyth St at Huntington Ave
81317,360 Huntington Ave,0,184,B32062,Forsyth St at Huntington Ave
41391,Huntington Ave @ Opera Pl,0,184,B32062,Forsyth St at Huntington Ave
71317,Huntington Ave @ Parker St,0,184,B32062,Forsyth St at Huntington Ave
6509,Hyde Park Ave @ Winthrop St,0,185,E32013,Hyde Park Library
1320,Tremont St @ Saint Alphonsus St,0,187,B32063,St. Alphonsus St at Tremont St
1360,Tremont St @ Saint Alphonsus St,0,187,B32063,St. Alphonsus St at Tremont St
11592,Ruggles St @ Cabot St,0,188,B32064,Flat 9 at Whittier
11593,Ruggles St opp Kerr Way,0,188,B32064,Flat 9 at Whittier
door-rugg-columbus,"Ruggles - Columbus Ave, Tremont St",2,188,B32064,Flat 9 at Whittier
214,Seaport Blvd @ Pier 4 Blvd,0,189,C32107,Pier 4 Blvd at Autumn Ln
60,Washington St @ Lenox St,0,190,D32059,Shawmut Ave at Lenox St
4,Washington St @ Lenox St,0,190,D32059,Shawmut Ave at Lenox St
1253,Tremont St @ Douglas Pk,0,192,D32061,Lenox St at Kendall St
1254,Tremont St @ Burke St,0,192,D32061,Lenox St at Kendall St
11228,Tremont St @ Lenox St,0,192,D32061,Lenox St at Kendall St
1228,Tremont St @ Hammond St,0,192,D32061,Lenox St at Kendall St
1230,Tremont St @ Northampton St,0,192,D32061,Lenox St at Kendall St
1252,Tremont St @ Northampton St,0,192,D32061,Lenox St at Kendall St
DB-2240,Talbot Avenue,0,195,C32110,Talbot Ave T Station
422,Talbot Ave @ Bernard St,0,195,C32110,Talbot Ave T Station
423,Talbot Ave @ Talbot Station,0,195,C32110,Talbot Ave T Station
374,Talbot Ave @ Talbot Station,0,195,C32110,Talbot Ave T Station
375,Talbot Ave @ Bernard St,0,195,C32110,Talbot Ave T Station
door-cedgr-hillsdale,Cedar Grove - Hillsdale St,2,196,C23109,Cedar Grove T Stop
70263,Cedar Grove,0,196,C23109,Cedar Grove T Stop
70264,Cedar Grove,0,196,C23109,Cedar Grove T Stop
door-cedgr-fellsway,Cedar Grove - Fellsway St,2,196,C23109,Cedar Grove T Stop
467,Washington Street @ Four Corners / Geneva Station,0,197,C32111,Four Corners/Geneva T Stop
475,Washington Street @ Four Corners / Geneva Station,0,197,C32111,Four Corners/Geneva T Stop
DB-2249,Four Corners/Geneva,0,197,C32111,Four Corners/Geneva T Stop
26459,Cummins Hwy @ Brockton St,0,198,Z32999,Cummins Highway at Blue Hill Ave T Stop
16459,Cummins Hwy @ Regis Rd,0,198,Z32999,Cummins Highway at Blue Hill Ave T Stop
86434,Cummins Hwy @ Rosewood St,0,198,Z32999,Cummins Highway at Blue Hill Ave T Stop
76434,Cummins Hwy @ Bismark St,0,198,Z32999,Cummins Highway at Blue Hill Ave T Stop
71317,Huntington Ave @ Parker St,0,199,Z32997,Parker St at Huntington Ave
1798,Ruggles St @ Parker St,0,199,Z32997,Parker St at Huntington Ave
1785,Ruggles St @ Annunciation Rd,0,199,Z32997,Parker St at Huntington Ave
61391,Huntington Ave @ Forsyth Way,0,199,Z32997,Parker St at Huntington Ave
123,Columbia Rd opp Pond St,0,200,C32112,Meaney Playground - Pleasant St at E Cottage St
304,Dorchester Ave @ Cottage St,0,200,C32112,Meaney Playground - Pleasant St at E Cottage St
305,Dorchster Ave @ Howes St,0,200,C32112,Meaney Playground - Pleasant St at E Cottage St
135,Columbia Rd @ Pond St,0,200,C32112,Meaney Playground - Pleasant St at E Cottage St
354,Dorchester Ave @ Crescent Ave,0,200,C32112,Meaney Playground - Pleasant St at E Cottage St
1114,Cambridge St @ N Harvard St,0,201,E32015,Lincoln St at Empire St
2556,N Harvard St @ Hooker St,0,201,E32015,Lincoln St at Empire St
2558,N Harvard St @ Empire St,0,201,E32015,Lincoln St at Empire St
1191,Cambridge St @ Lincoln St,0,201,E32015,Lincoln St at Empire St
931,Brighton Ave @ Commonwealth Ave,0,202,E32016,Commonwealth Ave at Naples Rd
933,Commonwealth Ave @ Babcock St,0,202,E32016,Commonwealth Ave at Naples Rd
70134,Packard's Corner,0,202,E32016,Commonwealth Ave at Naples Rd
70135,Packard's Corner,0,202,E32016,Commonwealth Ave at Naples Rd
door-babck-ebbabcock,Babcock Street - Babcock St,2,202,E32016,Commonwealth Ave at Naples Rd
door-babck-wbbabcock,Babcock Street - Babcock St,2,202,E32016,Commonwealth Ave at Naples Rd
958,Commonwealth Ave @ Babcock St,0,202,E32016,Commonwealth Ave at Naples Rd
960,Brighton Ave @ Malvern St,0,202,E32016,Commonwealth Ave at Naples Rd
door-butlr-branchfield,"Butler - Branchfield St, Butler St",2,203,E32017,Butler T Stop
70265,Butler,0,203,E32017,Butler T Stop
70266,Butler,0,203,E32017,Butler T Stop
door-butlr-bearse,"Butler - Bearse Ave, Butler St",2,203,E32017,Butler T Stop
9370022,State - Devonshire St @ State St,0,204,A32058,Tremont St at Court St
65,State St @ Washington Mall - State St Sta,0,204,A32058,Tremont St at Court St
70022,State,0,204,A32058,Tremont St at Court St
door-state-cityhall,State - City Hall,2,204,A32058,Tremont St at Court St
